Date ;CAC Index                                                       ;SPX Index;UKX Index;DAX Index                                                       ;NKY Index                                                       ;INDU Index                                                       ;EUR curncy;EURJPY curncy;EURGBP curncy;GSEACII Index;GSUSCII Index;GSJPCII Index;GOLDS Comdty;CL1 COMB Comdty    ;EUR003M Index;US0003M Index;BP0003M Index;JY0003 Index
19/08/2008;4332,79;856,8568;6717,53123;6282,43;79,28029;7676,75695;1,4776;162,13;0,7914;#N/A;#N/A;#N/A;550,76778;77,47412;4,963;2,81125;5,76063;0,87469
18/08/2008;4448,84;867,73038;6909,38172;6432,88;81,21083;7790,55965;1,4694;161,82;0,78808;#N/A;#N/A;#N/A;542,97252;76,59993;4,963;2,81;5,7625;0,87875
15/08/2008;4453,62;884,39239;6920,41261;6446,02;80,30251;7943,25253;1,4687;162,3;0,78695;#N/A;#N/A;#N/A;536,61694;77,50528;4,966;2,80875;5,76188;0,88125
14/08/2008;4420,91;873,42327;6937,57533;6442,21;79,62901;7847,01053;1,4826;162,68;0,7927;#N/A;#N/A;#N/A;544,90644;77,69371;4,964;2,80688;5,76063;0,88625
13/08/2008;4402,97;861,87205;6833,48458;6422,19;80,11353;7730,38405;1,4919;163,43;0,7976;#N/A;#N/A;#N/A;554,19263;77,7532;4,965;2,80438;5,76813;0,89375
12/08/2008;4518,48;866,13441;7059,28467;6585,87;81,39175;7819,51086;1,4926;163,11;0,78686;#N/A;#N/A;#N/A;545,58395;75,90167;4,966;2,80438;5,77813;0,8975
11/08/2008;4538,49;873,70993;7094,91331;6609,63;81,58544;7886,44552;1,4909;164,1;0,7803;#N/A;#N/A;#N/A;551,43907;76,60642;4,965;2,80375;5,77875;0,90125
08/08/2008;4491,85;861,62987;7006,25532;6561,65;79,39661;7799,48176;1,5005;165,38;0,78123;#N/A;#N/A;#N/A;569,35857;76,57029;4,966;2,80375;5,775;0,90125
07/08/2008;4457,43;826,25374;6951,34536;6543,49;78,16708;7460,30783;1,5325;167,7;0,78826;#N/A;#N/A;#N/A;569,7644;78,3267;4,968;2,8025;5,77625;0,90406
06/08/2008;4448,33;835,50752;6931,40126;6561,39;78,49357;7554,16093;1,5408;169,16;0,79105;#N/A;#N/A;#N/A;570,18794;76,85029;4,967;2,8025;5,7775;0,9025
05/08/2008;4386,35;830,72174;6885,92274;6518,7;77,13456;7510,03396;1,5454;167,42;0,79063;#N/A;#N/A;#N/A;565,33266;77,04791;4,968;2,80188;5,7775;0,9025
04/08/2008;4280,63;801,57531;6699,92866;6349,81;76,76017;7241,78564;1,5576;168,65;0,7941;1,38621;1,38621;1,40547;574,25233;77,91683;4,97;2,79813;5,77875;0,90375
01/08/2008;4314,34;809,8142;6790,83196;6396,46;78,19632;7277,723;1,5564;167,55;0,78785;1,39433;1,31723;1,45859;585,3306;80,38296;4,968;2,79438;5,78;0,9
31/07/2008;4392,36;812,8926;6878,46889;6479,56;79,45756;7297,81254;1,5603;168,39;0,78643;#N/A;#N/A;#N/A;586,28055;79,58438;4,968;2,79125;5,78313;0,9025
30/07/2008;4400,55;824,51215;6891,76464;6460,12;79,36286;7436,88394;1,5576;168,42;0,7859;#N/A;#N/A;#N/A;581,72828;81,38803;4,963;2,80063;5,78438;0,9025
29/07/2008;4320,49;810,62654;6759,34045;6398,8;78,08366;7314,09842;1,5588;168,53;0,78776;#N/A;#N/A;#N/A;589,68108;78,41237;4,961;2,79875;5,78938;0,90313
28/07/2008;4324,45;783,47562;6729,18106;6351,15;78,91899;7065,10954;1,5741;169,18;0,78945;#N/A;#N/A;#N/A;590,6855;79,16852;4,962;2,79625;5,79063;0,90438
25/07/2008;4377,18;800,97046;6781,16451;6436,71;78,70116;7241,09433;1,5709;169,4;0,78868;#N/A;#N/A;#N/A;592,14798;78,49456;4,962;2,79313;5,79563;0,90563
24/07/2008;4347,99;800,44947;6793,343;6440,7;80,78544;7252,86316;1,5677;168,28;0,7891;#N/A;#N/A;#N/A;593,07898;80,19555;4,962;2,795;5,79625;0,905
23/07/2008;4408,74;816,37152;6940,24245;6536,09;78,67397;7406,32872;1,5698;169,37;0,78503;#N/A;#N/A;#N/A;586,30458;79,23087;4,963;2,8;5,7975;0,905
22/07/2008;4327,26;809,15183;6767,83431;6442,79;77,87499;7351,72982;1,5784;169,43;0,79243;#N/A;#N/A;#N/A;599,67053;81,07337;4,961;2,79625;5,79688;0,91
21/07/2008;4327,14;793,65295;6799,28724;6424,84;#N/A;7223,06617;1,5922;169,48;0,7946;#N/A;#N/A;#N/A;608,18215;82,53968;4,96;2,79938;5,79938;0,91063
18/07/2008;4299,36;795,43339;6777,74434;6382,65;75,70569;7253,81432;1,5847;169,49;0,79298;#N/A;#N/A;#N/A;602,56168;81,31744;4,957;2,79063;5,805;0,91125
17/07/2008;4225,99;794,55483;6672,69542;6271,27;76,76001;7216,40408;1,5863;168,58;0,7916;#N/A;#N/A;#N/A;603,59668;81,50926;4,958;2,78625;5,8075;0,9125
16/07/2008;4112,45;786,56148;6499,00137;6155,37;76,91213;7098,64225;1,5827;166,39;0,7916;#N/A;#N/A;#N/A;606,29698;85,01232;4,957;2,785;5,81125;0,91125
15/07/2008;4061,15;763,32524;6508,74309;6081,7;76,39344;6887,7482;1,5911;166,65;0,79331;#N/A;#N/A;#N/A;614,16185;87,17015;4,961;2,78938;5,81938;0,91563
14/07/2008;4142,53;771,20432;6638,56202;6200,25;76,93905;6941,16308;1,5908;168,89;0,79733;#N/A;#N/A;#N/A;610,66113;91,15338;4,962;2,79063;5,82625;0,91875
11/07/2008;4100,64;779,8475;6583,78651;6153,3;77,29564;6984,10723;1,5938;169,47;0,80135;#N/A;#N/A;#N/A;606,64402;91,27973;4,963;2,79063;5,83375;0,92188
10/07/2008;4231,56;794,49118;6777,0068;6305;77,37476;7117,78621;1,5788;169,05;0,7982;#N/A;#N/A;#N/A;600,69411;89,78828;4,963;2,78813;5,84063;0,925
09/07/2008;4339,66;791,33413;6964,29385;6386,46;77,46575;7087,18954;1,5743;168,06;0,79385;#N/A;#N/A;#N/A;590,35854;86,49628;4,962;2,79188;5,85;0,92625
08/07/2008;4275,61;813,66039;6840,76667;6304,41;77,49913;7272,39681;1,567;168,45;0,79566;#N/A;#N/A;#N/A;587,46966;86,9043;4,962;2,79;5,85938;0,92688
07/07/2008;4342,59;796,68356;6928,13744;6395,75;79,46979;7145,46724;1,5726;168,56;0,79585;#N/A;#N/A;#N/A;589,00056;89,93574;4,96;2,79125;5,87875;0,9275
04/07/2008;4266;#N/A;6833,93564;6272,21;78,97674;#N/A;1,5706;167,73;0,79233;#N/A;#N/A;#N/A;594,57824;#N/A;4,959;2,78938;5,89125;0,92875
03/07/2008;4343,99;804,59812;6915,53351;6353,74;79,20762;7191,98524;1,5703;167,6;0,79159;#N/A;#N/A;#N/A;595,34277;92,56498;4,966;2,79125;5,9125;0,92875
02/07/2008;4296,48;795,25773;6816,4834;6305,42;79,01602;7070,23247;1,5882;168,2;0,79695;1,46252;1,48143;1,79663;595,82048;90,50621;4,956;2,79125;5,93188;0,93
01/07/2008;4341,21;812,82542;6916,08571;6315,94;80,5819;7200,31615;1,5793;167,59;0,79155;1,46761;1,42333;1,89777;594,40157;89,17637;4,955;2,7875;5,94;0,93
30/06/2008;4434,85;813,42223;7117,46411;6418,32;80,67823;7212,76675;1,5755;167,32;0,79075;#N/A;#N/A;#N/A;588,07831;88,96797;4,947;2,78313;5,94625;0,93
27/06/2008;4397,32;811,35781;6996,25696;6421,91;80,88369;7201,3898;1,5794;167,58;0,79163;#N/A;#N/A;#N/A;588,85503;88,98833;4,947;2,79125;5,945;0,9275
26/06/2008;4426,19;815,5276;6969,82283;6459,6;82,15656;7279,4076;1,5757;168,3;0,79215;#N/A;#N/A;#N/A;583,00495;88,75048;4,955;2,80063;5,94625;0,92625
25/06/2008;4536,29;848,83325;7159,57261;6617,84;82,00326;7584,32649;1,5667;168,9;0,79321;#N/A;#N/A;#N/A;569,13767;86,39399;4,958;2,80813;5,95188;0,925
24/06/2008;4473,76;842,81785;7120,88218;6536,06;82,32609;7571,77741;1,5568;167,85;0,78983;#N/A;#N/A;#N/A;570,47581;87,8543;4,958;2,80938;5,9525;0,92625
23/06/2008;4511,37;849,61126;7171,9509;6589,46;82,81089;7633,82992;1,5518;167,35;0,7895;#N/A;#N/A;#N/A;569,71571;88,14543;4,958;2,80438;5,95188;0,92625
20/06/2008;4509,27;843,47258;7103,61176;6578,44;83,10451;7579,32187;1,5607;167,54;0,78983;#N/A;#N/A;#N/A;577,47199;86,1568;4,959;2,80188;5,9575;0,92625
19/06/2008;4591,39;866,2314;7265,67143;6721,17;84,42218;7781,63453;1,5505;167,44;0,7861;#N/A;#N/A;#N/A;579,58649;85,10514;4,961;2,80125;5,9575;0,92375
18/06/2008;4618,75;862,21324;7265,13644;6728,91;86,33594;7752,68083;1,5535;167,58;0,79258;#N/A;#N/A;#N/A;576,40499;88,08971;4,962;2,8025;5,94688;0,92375
17/06/2008;4686,33;870,38752;7390,72993;6796,16;85,62883;7834,7399;1,5511;167,42;0,79248;#N/A;#N/A;#N/A;568,74557;86,34108;4,961;2,80875;5,9475;0,9225
16/06/2008;4657,74;878,24746;7346,9857;6729,88;85,7098;7922,17994;1,5477;167,49;0,78828;#N/A;#N/A;#N/A;569,76821;86,91806;4,96;2,8125;5,955;0,9225
13/06/2008;4682,3;884,57174;7352,47759;6765,32;84,16934;8004,78023;1,538;166,35;0,78974;#N/A;#N/A;#N/A;566,86178;87,71382;4,961;2,81375;5,95375;0,92563
12/06/2008;4672,3;869,82032;7308,04405;6714,52;83,5068;7882,09561;1,5439;166,69;0,79324;#N/A;#N/A;#N/A;563,61985;88,76915;4,958;2,77625;5,95;0,92188
11/06/2008;4660,91;858,55829;7230,74817;6650,26;85,26536;7768,415;1,5552;166,33;0,79224;#N/A;#N/A;#N/A;565,95948;87,67599;4,959;2,78813;5,9475;0,92406
10/06/2008;4761,08;877,83061;7357,27196;6771,1;84,49622;7941,68644;1,5467;166,17;0,79145;#N/A;#N/A;#N/A;560,25848;84,85299;4,96;2,78625;5,95;0,92219
09/06/2008;4799,38;868,91287;7398,75541;6815,63;85,22995;7835,83481;1,5646;166,33;0,79213;#N/A;#N/A;#N/A;569,74223;85,72614;4,961;2,69125;5,91125;0,92156
06/06/2008;4795,32;864,63643;7391,6635;6803,81;87,35526;7758,66402;1,5778;165,54;0,80051;#N/A;#N/A;#N/A;573,33037;88,03456;4,967;2,69563;5,885;0,92594
05/06/2008;4907,06;901,70653;7530,79885;6941,83;86,98666;8094,82384;1,5593;165,2;0,79625;#N/A;#N/A;#N/A;563,35496;82,06923;4,866;2,67688;5,86313;0,9225
04/06/2008;4915,07;890,92992;7550,10265;6965,43;89,04058;8015,578;1,544;162,47;0,78941;#N/A;#N/A;#N/A;569,86351;79,11761;4,864;2,67188;5,86563;0,92
03/06/2008;4983,71;892,26259;7705,91253;7019,13;87,45444;8032,93368;1,5445;162,32;0,78663;#N/A;#N/A;#N/A;570,3044;80,51166;4,864;2,67313;5,86563;0,92
02/06/2008;4935,21;890,42119;7589,21799;7008,77;89,0338;8034,84148;1,5537;162,27;0,78987;1,49081;1,45226;1,46511;572,81839;82,09742;4,865;2,67625;5,86813;0,91938
30/05/2008;5014,28;901,08533;7703,88797;7096,79;87,43618;8132,24394;1,5554;164,15;0,7846;#N/A;#N/A;#N/A;570,42661;81,94453;4,864;2,68063;5,86688;0,91875
29/05/2008;4975,9;901,64;7725,98894;7055,03;86,21602;8154,64259;1,5519;163,71;0,7851;#N/A;#N/A;#N/A;566,09493;81,64818;4,86;2,68188;5,86;0,91938
28/05/2008;4971,11;889,45237;7688,98819;7033,84;83,84153;8053,99391;1,5638;163,75;0,78943;#N/A;#N/A;#N/A;576,10154;83,79484;4,857;2,64938;5,85813;0,92063
27/05/2008;4906,56;880,92756;7610,30198;6958,66;84,88289;7979,36513;1,5691;163,58;0,79385;#N/A;#N/A;#N/A;576,40214;81,93438;4,857;2,64438;5,85813;0,9175
26/05/2008;4937,84;#N/A;#N/A;6953,84;83,90812;#N/A;1,577;163,1;0,79575;#N/A;#N/A;#N/A;589,26871;#N/A;4,857;#N/A;#N/A;#N/A
23/05/2008;4933,77;871,3393;7636,59104;6944,05;86,09232;7903,00164;1,5762;162,95;0,79634;#N/A;#N/A;#N/A;585,84002;83,71224;4,857;2,64563;5,86125;0,9175
22/05/2008;5028,74;887,55817;7792,12137;7070,33;85,52297;8036,67735;1,5733;163,73;0,79428;#N/A;#N/A;#N/A;586,79184;83,26543;4,855;2,63813;5,84625;0,91438
21/05/2008;5027,55;882,65513;7732,67667;7040,83;85,48093;7997,70908;1,5795;162,76;0,80033;#N/A;#N/A;#N/A;591,86976;84,52018;4,858;2,63813;5,84688;0,915
20/05/2008;5054,88;901,63184;7783,73712;7118,5;87,09839;8183,64359;1,5646;162,22;0,7949;#N/A;#N/A;#N/A;586,40597;82,33606;4,856;2,6575;5,84688;0,91375
19/05/2008;5142,1;919,34072;8004,52507;7225,94;87,987;8395,51499;1,551;161,81;0,79595;#N/A;#N/A;#N/A;583,3226;81,87267;4,858;2,6775;5,8475;0,91375
16/05/2008;5078,04;914,91531;7918,10991;7156,55;87,83888;8336,09333;1,5577;162,28;0,79556;#N/A;#N/A;#N/A;579,2413;81,06425;4,859;2,695;5,84875;0,91125
15/05/2008;5057,51;922,36104;7875,30723;7081,05;87,99304;8418,20666;1,5448;161,79;0,79325;#N/A;#N/A;#N/A;571,23884;80,41985;4,86;2,71875;5,84;0,91313
14/05/2008;5055,24;910,39815;7814,49182;7083,24;86,69488;8336,05628;1,5474;162,52;0,795;#N/A;#N/A;#N/A;558,39204;80,28178;4,859;2,72;5,7975;0,91375
13/05/2008;4998,67;904,78064;7801,42843;7060,19;86,06736;8275,08847;1,5474;162,11;0,79545;#N/A;#N/A;#N/A;559,07011;81,12466;4,856;2,67563;5,77313;0,91375
12/05/2008;4976,21;902,62549;7843,9567;7035,95;85,24473;8280,58493;1,5553;161,38;0,79455;#N/A;#N/A;#N/A;567,63987;79,89068;4,857;2,67813;5,76063;0,915
09/05/2008;4960,56;897,69221;7823,17809;7003,17;85,69327;8241,75873;1,5482;159,21;0,79235;#N/A;#N/A;#N/A;572,16293;81,44843;4,855;2,685;5,76688;0,91188
08/05/2008;5055,58;906,34979;7955,10386;7071,9;87,06534;8343,67439;1,5393;159,72;0,78775;#N/A;#N/A;#N/A;571,85006;80,20881;4,855;2,71563;5,78438;0,91406
07/05/2008;5075,31;904,97193;7946,27827;7076,25;87,07455;8327,4952;1,5392;161,23;0,78793;#N/A;#N/A;#N/A;564,5633;80,27684;4,856;2,73438;5,79313;0,91875
06/05/2008;5040,92;913,1191;7894,24861;7017,1;#N/A;8383,22822;1,5533;162,71;0,78698;#N/A;#N/A;#N/A;564,25446;78,4445;4,857;2,7575;5,80563;0,92125
05/05/2008;5063,36;908,58799;#N/A;7052,08;#N/A;8372,30653;1,5496;162,46;0,78578;#N/A;#N/A;#N/A;564,32768;77,44497;4,857;#N/A;#N/A;#N/A
02/05/2008;5069,71;916,86496;7952,66393;7043,23;86,58499;8467,80377;1,5424;162,53;0,7823;1,50444;1,5239;1,53038;555,37904;75,42961;4,855;2,77;5,815;0,92031
01/05/2008;#N/A;911,84091;7770,99589;#N/A;85,32551;8417,44306;1,5474;161,57;0,78371;1,52045;1,46222;1,62396;551,6919;72,8002;#N/A;2,78438;5,8275;0,9225
30/04/2008;4996,54;889,85071;7753,47871;6948,82;85,22309;8233,33754;1,5622;162,36;0,78655;#N/A;#N/A;#N/A;563,57972;72,86623;4,857;2,85;5,83875;0,92281
29/04/2008;4977,1;892,54297;7705,91988;6885,34;#N/A;8234,04802;1,5572;161,97;0,79074;#N/A;#N/A;#N/A;558,58573;74,19789;4,857;2,87281;5,86063;0,9225
28/04/2008;5012,75;892,76058;7749,96671;6925,33;85,08908;8229,493;1,5657;163,11;0,78623;#N/A;#N/A;#N/A;571,0984;75,92226;4,848;2,89938;5,87125;0,9175
25/04/2008;4978,21;895,19277;7730,20688;6896,58;85,09012;8256,07451;1,563;163,15;0,78673;#N/A;#N/A;#N/A;567,59525;75,90137;4,847;2,9125;5,8775;0,92
24/04/2008;4929,55;886,51807;7611,46105;6821,32;82,78399;8201,80658;1,5682;163,45;0,79445;#N/A;#N/A;#N/A;565,63577;74,084;4,837;2,90688;5,87938;0,915
23/04/2008;4944,65;868,10085;7574,64854;6795,03;82,64004;8029,20214;1,5889;164,28;0,80223;#N/A;#N/A;#N/A;568,8538;74,42124;4,829;2,92;5,88563;0,91625
22/04/2008;4872,64;860,50188;7532,24181;6728,3;82,45118;7955,11599;1,5991;164,76;0,80155;#N/A;#N/A;#N/A;572,79551;74,65291;4,82;2,92;5,88375;0,9175
21/04/2008;4910,35;873,94021;7547,19624;6786,55;83,45779;8074,17498;1,5912;164,33;0,80353;#N/A;#N/A;#N/A;577,14996;73,96122;4,805;2,92;5,885;0,91125
18/04/2008;4961,69;882,35803;7662,00869;6843,08;81,99286;8154,69972;1,5818;163,96;0,79168;#N/A;#N/A;#N/A;582,02384;74,05598;4,794;2,9075;5,89375;0,91625
17/04/2008;4862,14;857,97866;7477,75436;6681,81;82,23242;7929,43594;1,5908;163,03;0,79875;#N/A;#N/A;#N/A;589,84673;72,16637;4,784;2,8175;5,90625;0,9275
16/04/2008;4855,1;854,7578;7475,76338;6702,84;81,07353;7903,83912;1,5948;162,41;0,8086;#N/A;#N/A;#N/A;591,62907;71,98422;4,774;2,73375;5,92438;0,925
15/04/2008;4780,68;844,79179;7339,87283;6585,05;81,02432;7826,32928;1,579;160,78;0,80448;#N/A;#N/A;#N/A;587,43038;72,03723;4,764;2,71594;5,92938;0,93125
14/04/2008;4766,49;839,80292;7304,15563;6554,49;80,77195;7777,74519;1,5832;160,04;0,80013;#N/A;#N/A;#N/A;584,46605;70,65815;4,753;2,70875;5,93;0,93
11/04/2008;4797,93;843,45464;7348,66874;6603,57;83,44887;7799,91135;1,5808;159,55;0,80306;#N/A;#N/A;#N/A;585,55882;69,70004;4,747;2,71313;5,9275;0,9325
10/04/2008;4859,42;863,89553;7479,00607;6704,32;80,76007;7989,06627;1,5742;160,51;0,79874;#N/A;#N/A;#N/A;589,87554;69,91555;4,744;2,71;5,92375;0,9325
09/04/2008;4874,97;854,40633;7462,79474;6721,36;81,44678;7902,13825;1,5831;161,13;0,80104;#N/A;#N/A;#N/A;589,16293;69,93629;4,744;2,71563;5,9275;0,93375
08/04/2008;4912,69;869,43628;7504,72235;6771,98;82,2756;8007,41145;1,5712;161,28;0,7977;#N/A;#N/A;#N/A;582,51625;69,08188;4,742;2,71;5,93;0,92375
07/04/2008;4944,6;874,50565;7607,88823;6821,03;83,4283;8035,95393;1,5711;160,88;0,79015;#N/A;#N/A;#N/A;586,17394;69,50621;4,742;2,71;5,9475;0,9125
04/04/2008;4900,88;872,31065;7546,49525;6763,39;82,89214;8026,36532;1,5737;159,69;0,78946;#N/A;#N/A;#N/A;581,66453;67,61935;4,741;2,7275;5,98125;0,91125
03/04/2008;4887,87;874,34153;7499,83042;6741,72;83,48635;8062,08433;1,5684;160,37;0,78548;#N/A;#N/A;#N/A;576,5277;66,29845;4,741;2,7275;6,00188;0,90875
02/04/2008;4911,97;873,76231;7498,91625;6777,44;82,17619;8054,32885;1,5686;160,56;0,78916;1,5015;1,48872;0,85618;577,82249;66,97975;4,736;2,7;6,00375;0,9125
01/04/2008;4866;877,812;7412,39358;6720,33;79,70522;8107,09229;1,5614;159;0,79018;1,53757;1,45429;0,92254;565,50705;64,69345;4,731;2,68375;6,005;0,91219
31/03/2008;4707,07;836,67752;7165,40708;6534,97;79,34152;7756,90407;1,5788;157,4;0,79606;#N/A;#N/A;#N/A;579,97344;64,25454;4,727;2,68813;6,00813;0,91375
28/03/2008;4695,92;833,99885;7190,30946;6559,9;81,69689;7746,60773;1,5796;156,79;0,79205;#N/A;#N/A;#N/A;590,39314;66,97527;4,731;2,6975;6,00625;0,91625
27/03/2008;4719,53;838,6127;7257,09121;6578,06;79,9623;7781,93432;1,5779;157,22;0,78635;#N/A;#N/A;#N/A;599,15235;68,04985;4,728;2,69625;6,00375;0,94625
26/03/2008;4676,68;848,49262;7182,75597;6489,26;80,94158;7859,58519;1,5845;157,17;0,78899;#N/A;#N/A;#N/A;603,67268;66,99987;4,718;2,67125;6;0,95
25/03/2008;4692;867,46512;7299,49805;6524,71;81,4633;8035,26294;1,565;156,49;0,78008;#N/A;#N/A;#N/A;601,90099;64,8971;4,699;2,655;5,995;0,96125
24/03/2008;#N/A;875,41102;#N/A;#N/A;80,27617;8137,8986;1,5423;155,39;0,77679;#N/A;#N/A;#N/A;593,5798;65,40856;#N/A;#N/A;#N/A;#N/A
21/03/2008;#N/A;#N/A;#N/A;#N/A;81,19989;#N/A;1,5432;153,55;0,77858;#N/A;#N/A;#N/A;595,03009;#N/A;#N/A;#N/A;#N/A;#N/A
20/03/2008;4533,72;859,52187;7051,2499;6319,99;#N/A;7991,54403;1,5428;153,54;0,77735;#N/A;#N/A;#N/A;588,44062;65,83915;4,674;2,60625;5,9875;0,96125
19/03/2008;4555,95;828,65596;7037,02641;6361,22;79,10876;7722,03724;1,5626;154,8;0,7876;#N/A;#N/A;#N/A;602,59107;66,67943;4,664;2,59875;5,98;0,96625
18/03/2008;4582,59;842,18442;7185,25811;6393,39;76,76948;7842,95941;1,5625;155,95;0,77883;#N/A;#N/A;#N/A;621,63154;69,24878;4,654;2,54188;5,9725;0,97625
17/03/2008;4431,04;812,18696;6895,28202;6182,3;77,20962;7616,90419;1,573;153,07;0,78685;#N/A;#N/A;#N/A;637,931;67,23502;4,652;2,57875;5,95875;0,97531
14/03/2008;4592,15;823,30293;7294,28636;6451,9;78,48438;7638,43145;1,5674;155,33;0,77575;#N/A;#N/A;#N/A;641,02643;70,43973;4,617;2,76375;5,93188;0,97125
13/03/2008;4630,19;844,71974;7418,79846;6500,56;78,97104;7799,22959;1,5635;157,35;0,76894;#N/A;#N/A;#N/A;638,81398;70,84698;4,606;2,8;5,84375;0,97875
12/03/2008;4697,1;843,55126;7529,98311;6599,37;81,22164;7805,5045;1,5551;158,3;0,767;#N/A;#N/A;#N/A;633,5321;70,84757;4,605;2,85;5,8;0,98
11/03/2008;4627,69;861,36712;7447,77295;6524,57;80,04768;7929,04355;1,5338;158,61;0,76436;#N/A;#N/A;#N/A;634,8161;70,93008;4,597;2,8675;5,79188;0,98375
10/03/2008;4566,99;830,15166;7385,46447;6448,08;80,25647;7653,79124;1,5344;156,12;0,7637;#N/A;#N/A;#N/A;634,22972;70,34357;4,558;2,90125;5,78438;0,99625
07/03/2008;4618,96;842,91723;7481,11862;6513,99;81,10215;7751,36238;1,5355;157,78;0,7618;#N/A;#N/A;#N/A;634,2544;68,52842;4,497;2,93875;5,7775;0,9875
06/03/2008;4678,05;848,68477;7534,32731;6591,31;83,53168;7834,20499;1,538;157,93;0,76553;#N/A;#N/A;#N/A;636,9933;68,62516;4,429;2,99;5,77;0,98
05/03/2008;4756,42;872,67054;7643,67595;6683,71;81,70871;8018,70721;1,5265;158,77;0,7663;#N/A;#N/A;#N/A;647,64775;68,38971;4,401;3;5,77438;0,97688
04/03/2008;4675,91;871,43098;7516,76238;6545,04;83,0028;8022,2002;1,5217;157,3;0,76595;#N/A;#N/A;#N/A;633,17242;65,36617;4,391;3,00813;5,76813;0,97063
03/03/2008;4742,66;876,74411;7600,77389;6689,95;82,63405;8073,03286;1,5204;157,35;0,7663;1,63319;1,65295;0,98782;647,81031;67,46789;4,383;3,01438;5,75625;0,9675
29/02/2008;4790,66;876,85861;7698,25397;6748,13;86,01956;8083,28807;1,5179;157,46;0,76333;#N/A;#N/A;#N/A;641,9539;67,11038;4,384;3,0575;5,73875;0,9625
28/02/2008;4865,23;898,7871;7809,08078;6862,52;86,86554;8268,50213;1,5193;160,1;0,76409;#N/A;#N/A;#N/A;637,93454;67,41802;4,387;3,07563;5,7075;0,93625
27/02/2008;4968,82;912,41219;7990,04509;6997,85;87,10697;8392,91258;1,512;161,01;0,76323;#N/A;#N/A;#N/A;633,28593;65,87769;4,386;3,085;5,7;0,90313
26/02/2008;4973,07;926,16884;8085,78464;6985,97;86,22106;8505,37745;1,4974;160,67;0,7535;#N/A;#N/A;#N/A;635,7416;67,64114;4,382;3,09;5,68125;0,8975
25/02/2008;4919,26;925,13952;7965,07668;6882,56;86,94509;8477,35347;1,483;160,28;0,75374;#N/A;#N/A;#N/A;633,66602;66,92069;4,379;3,08938;5,67813;0,89625
22/02/2008;4824,55;912,84638;7812,79967;6806,29;85,21499;8352,57339;1,4827;159;0,75345;#N/A;#N/A;#N/A;637,65766;66,65992;4,374;3,08;5,675;0,895
21/02/2008;4858,85;906,13371;7858,88401;6904,85;86,08694;8291,23907;1,4814;159,1;0,75468;#N/A;#N/A;#N/A;638,5664;66,29995;4,373;3,0925;5,66375;0,89625
20/02/2008;4812,81;925,69137;7793,0145;6899,68;83,75339;8458,52148;1,4715;159,09;0,75775;#N/A;#N/A;#N/A;642,59459;68,56793;4,366;3,07813;5,6525;0,89875
19/02/2008;4885,83;915,1081;7895,95059;7002,29;86,79087;8370,45914;1,4726;158,71;0,75583;#N/A;#N/A;#N/A;629,48643;67,85399;4,36;3,07;5,65188;0,89813
18/02/2008;4861,8;#N/A;7909,1851;6967,55;86,019;#N/A;1,4658;158,63;0,75059;#N/A;#N/A;#N/A;617,75742;#N/A;4,358;3,07;5,65063;0,89563
15/02/2008;4771,79;920,30455;7727,18985;6832,43;86,2669;8417,89485;1,4682;158,25;0,74845;#N/A;#N/A;#N/A;615,24303;65,10328;4,355;3,07;5,65125;0,89688
14/02/2008;4858,65;921,98389;7913,94744;6962,28;86,29711;8460,00032;1,4643;157,95;0,7437;#N/A;#N/A;#N/A;620,78261;65,24949;4,342;3,065;5,65;0,89625
13/02/2008;4855,4;938,11647;7918,40569;6973,67;82,94199;8612,76261;1,4573;157,87;0,74235;#N/A;#N/A;#N/A;622,06668;63,99753;4,34;3,065;5,63875;0,89625
12/02/2008;4840,71;924,89129;7947,53977;6967,84;83,17593;8484,23626;1,4584;156,5;0,7441;#N/A;#N/A;#N/A;621,49617;63,61766;4,334;3,0675;5,6325;0,89375
11/02/2008;4682,7;923,40855;7668,5168;6743,54;#N/A;8440,22188;1,4519;155,3;0,74413;#N/A;#N/A;#N/A;636,80872;64,53592;4,334;3,07;5,61875;0,8925
08/02/2008;4709,65;917,754;7768,8857;6767,28;83,49175;8397,99385;1,4504;155,72;0,7454;#N/A;#N/A;#N/A;636,28498;63,26347;4,331;3,08813;5,6025;0,8925
07/02/2008;4723,8;923,02375;7676,39604;6733,72;84,92541;8455,53714;1,4485;155,69;0,74568;#N/A;#N/A;#N/A;628,6316;60,83264;4,353;3,09625;5,58438;0,87375
06/02/2008;4816,43;906,0463;7873,99905;6847,51;83,8887;8333,40137;1,4632;155,89;0,7459;#N/A;#N/A;#N/A;615,16392;59,52186;4,359;3,1275;5,58875;0,8725
05/02/2008;4776,86;912,63245;7861,26096;6765,25;87,81022;8374,38883;1,4647;156,47;0,74568;#N/A;#N/A;#N/A;606,42158;60,36461;4,372;3,16188;5,58;0,87125
04/02/2008;4973,64;930,66062;8025,32113;7000,49;87,53101;8515,98042;1,483;158,26;0,75148;1,62432;1,58388;1,21992;609,00115;60,67264;4,368;3,145;5,5775;0,87125
01/02/2008;4978,06;942,02063;8010,17079;6968,67;85,84605;8602,70737;1,4802;157,67;0,7531;1,68771;1,56619;1,30966;611,27387;60,05536;4,367;3,095;5,55875;0,8725
