Date ;CAC Index                                                       ;SPX Index;UKX Index;DAX Index                                                       ;NKY Index                                                       ;INDU Index                                                       ;EUR curncy;EURJPY curncy;EURGBP curncy;GSEACII Index;GSUSCII Index;GSJPCII Index;GOLDS Comdty;CL1 COMB Comdty    ;EUR003M Index;US0003M Index;BP0003M Index;JY0003 Index
03/03/2014;4290,87;1343,71723;8133,92333;9358,89;105,17678;11770,55203;1,3735;139,33;0,82407;0,68433;1,42691;1,31771;983,24118;76,38323;0,288;0,23565;0,52219;0,13857
28/02/2014;4408,08;1346,64684;8249,75846;9692,08;105,30193;11820,47361;1,3802;140,49;0,82434;#N/A;#N/A;#N/A;960,63148;74,29751;0,286;0,23565;0,52188;0,14
27/02/2014;4396,39;1352,4105;8286,46596;9588,33;106,61223;11868,31769;1,371;140,01;0,8216;#N/A;#N/A;#N/A;970,99415;74,68456;0,286;0,2361;0,52206;0,14
26/02/2014;4396,91;1349,59043;8273,65835;9661,73;106,7677;11847,87168;1,3687;140,11;0,821;#N/A;#N/A;#N/A;973,20807;75,03657;0,288;0,2333;0,521;0,14
25/02/2014;4414,55;1341,71029;8293,75284;9699,35;107,13612;11765,31425;1,3745;140,52;0,82393;#N/A;#N/A;#N/A;974,86548;74,04741;0,289;0,2336;0,52344;0,13857
24/02/2014;4419,13;1344,98798;8320,30059;9708,94;105,34723;11798,16528;1,3735;140,79;0,8246;#N/A;#N/A;#N/A;973,26926;74,84895;0,288;0,23435;0,52188;0,13857
21/02/2014;4381,06;1336,913;8284,33341;9656,95;105,4482;11724,28089;1,3746;140,9;0,82669;#N/A;#N/A;#N/A;964,16456;74,40844;0,287;0,23485;0,52181;0,13857
20/02/2014;4355,49;1342,80712;8280,41117;9618,85;103,02928;11775,22113;1,3719;140,31;0,82382;#N/A;#N/A;#N/A;965,57555;75,1186;0,286;0,2356;0,52219;0,13714
19/02/2014;4341,1;1329,80657;8265,57427;9660,05;104,9837;11664,1649;1,3733;140,51;0,82336;#N/A;#N/A;#N/A;953,75216;75,12362;0,287;0,2336;0,52206;0,13714
18/02/2014;4330,71;1338,34522;8250,19618;9659,78;105,41067;11727,78856;1,3759;140,83;0,82472;#N/A;#N/A;#N/A;961,1531;74,47288;0,288;0,23455;0,52094;0,13714
17/02/2014;4335,17;#N/A;8211,85135;9656,76;103,11276;#N/A;1,3707;139,7;0,82008;#N/A;#N/A;#N/A;970,13574;#N/A;0,287;0,2351;0,52094;0,13857
14/02/2014;4340,14;1342,55568;8141,82953;9662,4;102,6346;11795,83034;1,3693;139,39;0,81765;#N/A;#N/A;#N/A;962,89883;73,2384;0,287;0,23585;0,52156;0,13857
13/02/2014;4312,8;1338,57349;8108,70846;9596,77;104,03701;11724,64509;1,3681;139,77;0,82114;#N/A;#N/A;#N/A;953,10902;73,40892;0,288;0,23585;0,52125;0,13929
12/02/2014;4305,5;1339,16821;8144,66645;9540;106,28695;11751,15232;1,3593;139,37;0,81906;#N/A;#N/A;#N/A;950,44529;73,88296;0,291;0,2361;0,52156;0,14071
11/02/2014;4283,32;1333,24786;8045,91112;9478,77;#N/A;11718,63838;1,3638;139,97;0,829;#N/A;#N/A;#N/A;946,19025;73,22148;0,291;0,2366;0,52094;0,14071
10/02/2014;4237,13;1319,33732;7927,54418;9289,86;105,56741;11583,19164;1,3646;139,54;0,83188;#N/A;#N/A;#N/A;934,45245;73,34701;0,291;0,23385;0,52094;0,14071
07/02/2014;4228,18;1319,30109;7908,59566;9301,92;103,84088;11595,38953;1,3635;139,53;0,83091;#N/A;#N/A;#N/A;930,37958;73,32795;0,291;0,23385;0,52125;0,14071
06/02/2014;4188,1;1303,89681;7879,00093;9256,58;102,1436;11490,72147;1,359;138,76;0,83267;#N/A;#N/A;#N/A;925,07532;71,93588;0,286;0,23685;0,52125;0,13929
05/02/2014;4117,79;1294,34716;7788,78909;9116,32;103,32681;11409,31831;1,3533;137,29;0,82975;#N/A;#N/A;#N/A;929,52046;71,95744;0,287;0,23635;0,52125;0,13929
04/02/2014;4117,45;1298,1288;7785,77284;9127,91;101,95363;11423,14935;1,3519;137,41;0,82807;#N/A;#N/A;#N/A;927,97868;71,88077;0,288;0,23645;0,52125;0,13929
03/02/2014;4107,75;1288,66613;7802,12938;9186,52;106,90289;11372,93764;1,3525;136,57;0,8295;0,73981;1,29467;1,22808;930,43948;71,33979;0,29;0,2356;0,52125;0,14071
31/01/2014;4165,72;1319,94814;7934,49322;9306,48;108,02807;11624,47213;1,3486;137,63;0,82042;#N/A;#N/A;#N/A;921,54761;72,18808;0,296;0,2366;0,52125;0,14071
30/01/2014;4180,02;1323,93;7952,09092;9373,48;107,73116;11694,66525;1,3555;139,23;0,82222;#N/A;#N/A;#N/A;917,88669;72,48376;0,298;0,2376;0,51875;0,14357
29/01/2014;4156,98;1298,82866;7936,97534;9336,73;110,27135;11521,80823;1,3663;139,75;0,82482;#N/A;#N/A;#N/A;927,70131;71,27379;0,3;0,2356;0,52;0,14357
28/01/2014;4185,29;1311,93735;7969,72588;9406,91;106,55038;11658,17139;1,3671;140,73;0,82452;#N/A;#N/A;#N/A;919,9151;71,29473;0,301;0,2361;0,52031;0,14357
27/01/2014;4144,56;1302,40519;7941,34055;9349,22;107,15935;11578,24394;1,3673;140,22;0,82449;#N/A;#N/A;#N/A;918,99991;69,97588;0,3;0,2361;0,52031;0,145
24/01/2014;4161,47;1308,40462;8038,56583;9392,02;109,95771;11604,99185;1,3678;139,98;0,82996;#N/A;#N/A;#N/A;928,21381;70,62779;0,3;0,23535;0,52094;0,14357
23/01/2014;4280,96;1337,08224;8229,96833;9631,04;110,92876;11844,49697;1,3696;141,44;0,82318;#N/A;#N/A;#N/A;924,41317;71,16636;0,3;0,2386;0,52156;0,14357
22/01/2014;4324,98;1361,41981;8350,17691;9720,11;111,80927;12082,75392;1,3547;141,6;0,81736;#N/A;#N/A;#N/A;912,90685;71,38218;0,301;0,2371;0,52094;0,14357
21/01/2014;4323,87;1360,73804;8309,552;9730,12;111,89801;12113,97746;1,3561;141,43;0,82291;#N/A;#N/A;#N/A;916,16968;70,10332;0,302;0,2366;0,51969;0,14357
20/01/2014;4322,86;#N/A;8280,2077;9715,9;110,76591;#N/A;1,3552;141,18;0,82492;#N/A;#N/A;#N/A;925,26182;#N/A;0,302;0,2371;0,51969;0,14357
17/01/2014;4327,5;1358,77915;8282,26715;9742,96;111,47152;12162,69624;1,3541;141,25;0,82449;#N/A;#N/A;#N/A;926,72927;69,73839;0,302;0,2366;0,51969;0,14357
16/01/2014;4319,27;1357,97103;8194,749;9717,71;110,96539;12077,54709;1,362;142,12;0,83281;#N/A;#N/A;#N/A;913,98882;69,12381;0,3;0,23635;0,51938;0,14357
15/01/2014;4332,07;1359,70281;8206,00616;9733,81;111,17779;12124,42214;1,3605;142,25;0,83107;#N/A;#N/A;#N/A;913,53537;69,27321;0,29;0,23785;0,51938;0,14357
14/01/2014;4274,2;1343,91581;8135,26601;9540,51;108,41875;11966,57192;1,3679;142,56;0,8321;#N/A;#N/A;#N/A;910,027;67,66791;0,282;0,23675;0,51938;0,14357
13/01/2014;4263,27;1332,35678;8100,76071;9510,17;#N/A;11907,08981;1,3671;140,81;0,83443;#N/A;#N/A;#N/A;917,84457;67,23304;0,282;0,2389;0,51938;0,145
10/01/2014;4250,6;1348,43738;8125,12265;9473,24;111,92787;12030,33798;1,367;142,39;0,82941;#N/A;#N/A;#N/A;913,74512;67,86211;0,282;0,24165;0,52063;0,145
09/01/2014;4225,14;1353,25775;8108,13241;9421,61;111,59041;12106,86871;1,3608;142,65;0,8257;#N/A;#N/A;#N/A;904,03442;67,48141;0,282;0,24165;0,52063;0,145
08/01/2014;4260,96;1354,08253;8145,39033;9497,84;113,22037;12131,7172;1,3576;142,35;0,82535;#N/A;#N/A;#N/A;903,41926;68,03979;0,281;0,2404;0,52063;0,14643
07/01/2014;4262,68;1348,50686;8140,84041;9506,2;111,04862;12129,23872;1,3616;142,42;0,83009;#N/A;#N/A;#N/A;904,02816;68,72845;0,28;0,2421;0,52063;0,14643
06/01/2014;4227,54;1339,3724;8099,67528;9428;112,1132;12042,74478;1,3629;142,04;0,83069;#N/A;#N/A;#N/A;907,74255;68,50209;0,28;0,23935;0,5225;0,14786
03/01/2014;4247,65;1346,10069;8126,77066;9435,15;#N/A;12105,83626;1,3589;142,48;0,82755;#N/A;#N/A;#N/A;909,23191;69,06284;0,28;0,23985;0,52531;0,14786
02/01/2014;4227,28;1339,65629;8077,7036;9400,04;#N/A;12022,92476;1,3672;143,29;0,83096;0,78245;1,27239;1,40402;895,35642;69,79159;0,284;0,24285;0,525;0,14786
01/01/2014;#N/A;#N/A;#N/A;#N/A;#N/A;#N/A;1,3763;144,84;0,83034;0,7119;1,24219;1,39474;872,36672;#N/A;#N/A;#N/A;#N/A;#N/A
31/12/2013;4295,95;1340,45978;8108,30534;#N/A;#N/A;12021,65506;1,3743;144,73;0,8302;#N/A;#N/A;#N/A;874,35639;71,37573;0,287;0,2461;0,52531;0,14786
30/12/2013;4275,71;1334,10866;8055,08646;9552,16;112,3458;11959,62976;1,3801;145,09;0,83639;#N/A;#N/A;#N/A;867,02899;71,94928;0,288;0,2466;0,52625;0,14786
27/12/2013;4277,65;1337,44918;8084,56904;9589,39;111,84086;11968,63027;1,3749;144,59;0,83395;#N/A;#N/A;#N/A;881,28276;72,86461;0,293;0,2466;0,52781;0,14786
26/12/2013;#N/A;1345,52229;#N/A;#N/A;112,8334;12037,8969;1,3691;143,49;0,83421;#N/A;#N/A;#N/A;884,29518;72,71731;#N/A;#N/A;#N/A;#N/A
25/12/2013;#N/A;#N/A;#N/A;#N/A;112,06694;#N/A;1,3681;142,78;0,83658;#N/A;#N/A;#N/A;880,0315;#N/A;#N/A;#N/A;#N/A;#N/A
24/12/2013;4218,41;1339,95026;8009,32332;#N/A;111,39865;11955,52537;1,368;142,62;0,83521;#N/A;#N/A;#N/A;880,16005;72,51864;0,294;0,24685;0,52781;0,14643
23/12/2013;4215,29;1334,39666;7976,40236;9488,82;#N/A;11894,7444;1,3696;142,59;0,83735;#N/A;#N/A;#N/A;875,11859;72,20235;0,294;0,24585;0,52656;0,14643
20/12/2013;4193,77;1329,3756;7900,07485;9400,18;111,52326;11859,29204;1,3673;142,32;0,83685;#N/A;#N/A;#N/A;879,73391;72,61295;0,292;0,24835;0,52438;0,14643
19/12/2013;4177,03;1324,25904;7891,52105;9335,74;111,46487;11839,79515;1,3661;142,4;0,83445;#N/A;#N/A;#N/A;869,86831;72,27954;0,293;0,24585;0,5255;0,14643
18/12/2013;4109,51;1316,26201;7732,35243;9181,75;109,84526;11753,39468;1,3685;142,71;0,83487;#N/A;#N/A;#N/A;885,79529;71,09625;0,298;0,2451;0,5255;0,14643
17/12/2013;4068,64;1294,70776;7667,34041;9085,12;108,14882;11540,60756;1,3768;141,35;0,84652;#N/A;#N/A;#N/A;894,91862;70,67462;0,298;0,24435;0,5255;0,14643
16/12/2013;4119,88;1299,67994;7735,4452;9163,56;107,03471;11555,77645;1,3761;141,75;0,84435;#N/A;#N/A;#N/A;903,02637;70,91517;0,29;0,24285;0,52519;0,14643
13/12/2013;4059,71;1294,15363;7648,33268;9006,46;108,74957;11485,17302;1,3742;141,87;0,84335;#N/A;#N/A;#N/A;903,04713;70,41843;0,282;0,24385;0,52438;0,14643
12/12/2013;4069,12;1291,46058;7658,53971;9017;108,22724;11448,52319;1,3753;142,18;0,84118;#N/A;#N/A;#N/A;891,4205;70,91941;0,277;0,24285;0,52406;0,14643
11/12/2013;4086,86;1291,18305;7728,83123;9077,11;109,74764;11478,32375;1,3786;141,2;0,84195;#N/A;#N/A;#N/A;907,23031;70,59335;0,267;0,24385;0,52406;0,14643
10/12/2013;4091,14;1309,1873;7786,37525;9114,44;110,28122;11600,79155;1,3761;141,53;0,8368;#N/A;#N/A;#N/A;916,68235;71,54477;0,26;0,24185;0,52313;0,145
09/12/2013;4134,1;1317,76579;7841,93169;9195,17;110,4539;11677,86218;1,3739;141,88;0,83623;#N/A;#N/A;#N/A;903,88766;70,93201;0,255;0,2426;0,52431;0,145
06/12/2013;4129,37;1317,96873;7817,32421;9172,41;108,60434;11696,99197;1,3706;141,03;0,83833;#N/A;#N/A;#N/A;897,37883;71,29819;0,248;0,24085;0,52463;0,145
05/12/2013;4099,91;1306,27884;7765,659;9084,95;109,15809;11578,12643;1,3667;139,12;0,83677;#N/A;#N/A;#N/A;896,57156;71,26235;0,24;0,2416;0,52194;0,145
04/12/2013;4148,52;1318,82452;7848,45534;9140,63;111,0233;11688,8109;1,3593;139,13;0,8297;#N/A;#N/A;#N/A;914,94411;71,50213;0,239;0,24185;0,51981;0,145
03/12/2013;4172,44;1319,96325;7881,18488;9223,4;113,12526;11701,92656;1,3588;139,3;0,82915;#N/A;#N/A;#N/A;899,57347;70,61765;0,239;0,2413;0,51981;0,145
02/12/2013;4285,81;1328,97943;7961,02237;9401,96;112,10776;11813,7182;1,3542;139,4;0,8279;0,73057;1,11431;1,49066;900,11807;69,23474;0,236;0,23885;0,52281;0,145
29/11/2013;4295,21;1329,16978;8009,46735;9405,3;112,51169;11840,43144;1,3591;139,22;0,83028;#N/A;#N/A;#N/A;922,63727;68,24673;0,234;0,2391;0,52219;0,14357
28/11/2013;4302,42;#N/A;7993,5869;9387,37;113,07391;#N/A;1,3606;139,2;0,83255;#N/A;#N/A;#N/A;915,06693;#N/A;0,233;0,2391;0,52469;0,14357
27/11/2013;4293,06;1331,78333;7973,48411;9351,13;111,49874;11862,43926;1,3579;138,73;0,83376;#N/A;#N/A;#N/A;912,28812;68,01768;0,23;0,2376;0,52344;0,14214
26/11/2013;4277,57;1329,75585;7925,08706;9290,07;113,00928;11855,72015;1,3572;137,46;0,83698;#N/A;#N/A;#N/A;916,71824;69,10083;0,23;0,2366;0,52344;0,14214
25/11/2013;4301,97;1333,78717;7999,46172;9299,95;113,67896;11893,25147;1,3517;137,43;0,8367;#N/A;#N/A;#N/A;925,9287;69,62409;0,227;0,23585;0,52344;0,14214
22/11/2013;4278,53;1333,00835;7989,53962;9219,04;112,15247;11865,55102;1,3558;137,28;0,83553;#N/A;#N/A;#N/A;918,55381;70,04948;0,223;0,2366;0,52406;0,14214
21/11/2013;4253,9;1334,31159;8022,16317;9196,08;113,01325;11895,37873;1,3482;136,37;0,83222;#N/A;#N/A;#N/A;923,60508;70,91165;0,217;0,2376;0,52406;0,14214
20/11/2013;4268,37;1325,52273;8019,38409;9202,07;112,04711;11831,84784;1,3439;134,43;0,8344;#N/A;#N/A;#N/A;925,85014;69,44713;0,219;0,2381;0,52406;0,14286
19/11/2013;4272,29;1320,82594;7977,6384;9193,29;111,63895;11795,9739;1,3538;135,57;0,83983;#N/A;#N/A;#N/A;942,40915;68,95685;0,218;0,2391;0,52406;0,14286
18/11/2013;4320,68;1326,27334;8014,59522;9225,43;112,13827;11827,0799;1,3506;135,05;0,83836;#N/A;#N/A;#N/A;944,18124;68,8703;0,218;0,23735;0,52406;0,14286
15/11/2013;4292,23;1333,86251;7995,28695;9168,69;112,19555;11840,14553;1,3496;135,21;0,83742;#N/A;#N/A;#N/A;957,05063;69,60908;0,218;0,2381;0,52406;0,14286
14/11/2013;4283,91;1329,14192;7952,15063;9149,66;110,51307;11784,6049;1,3461;134,61;0,83772;#N/A;#N/A;#N/A;955,46315;69,5962;0,217;0,23845;0,52406;0,14286
13/11/2013;4239,94;1324,51316;7896,96373;9054,83;108,97124;11759,79626;1,3487;133,85;0,83988;#N/A;#N/A;#N/A;952,74636;69,7785;0,218;0,2406;0,52406;0,14286
12/11/2013;4263,78;1315,0498;7964,35526;9076,48;109,04308;11717,50478;1,3436;133,87;0,84477;#N/A;#N/A;#N/A;943,31201;69,21589;0,218;0,23925;0,52406;0,14286
11/11/2013;4290,14;1322,01001;8021,03244;9107,86;107,28286;11775,79617;1,3407;132,94;0,83849;#N/A;#N/A;#N/A;957,09919;70,98411;0,218;0,23925;0,52406;0,14286
08/11/2013;4260,44;1324,61284;8031,33418;9078,28;106,48166;11791,56151;1,3367;132,42;0,83447;#N/A;#N/A;#N/A;964,01584;70,7713;0,217;0,2394;0,52406;0,14286
07/11/2013;4280,99;1303,35697;8033,16701;9081,03;107,74823;11632,9582;1,3419;131,63;0,83368;#N/A;#N/A;#N/A;975,49424;70,27228;0,228;0,2389;0,52469;0,14286
06/11/2013;4286,93;1308,95312;8018,65354;9040,87;107,44871;11641,93397;1,3513;133,31;0,8403;#N/A;#N/A;#N/A;974,36783;70,08724;0,228;0,23865;0,52469;0,14286
05/11/2013;4253,34;1308,90933;8031,68981;9009,11;107,13698;11595,67876;1,3474;132,72;0,83972;#N/A;#N/A;#N/A;973,94763;69,32214;0,227;0,2377;0,52344;0,14286
04/11/2013;4288,59;1308,51162;7985,08656;9037,23;#N/A;11575,10186;1,3514;133,25;0,84632;0,76974;1,10281;1,39146;972,80001;70,03182;0,227;0,2381;0,52;0,14286
01/11/2013;4273,19;1305,40201;7945,44641;9007,83;106,53553;11571,35962;1,3487;133,08;0,84686;0,72619;1,08188;1,37829;975,32416;70,10745;0,226;0,23775;0,51763;0,14286
31/10/2013;4299,89;1291,66853;7945,15668;9033,92;107,17145;11431,53908;1,3584;133,6;0,84695;#N/A;#N/A;#N/A;972,93926;70,87286;0,23;0,242;0,51375;0,14286
30/10/2013;4274,11;1280,5447;7908,30131;9010,27;107,33637;11342,59968;1,3736;135,32;0,85641;#N/A;#N/A;#N/A;976,4524;70,27596;0,228;0,2419;0,51406;0,14286
29/10/2013;4278,09;1289,15966;7899,49781;9022,04;106,14813;11408,039;1,3745;134,96;0,85665;#N/A;#N/A;#N/A;978,57406;71,44416;0,228;0,23745;0,51406;0,14286
28/10/2013;4251,61;1277,72459;7874,34464;8978,65;106,85557;11289,19563;1,3785;134,64;0,85399;#N/A;#N/A;#N/A;980,82084;71,55391;0,229;0,23585;0,51531;0,14286
25/10/2013;4272,31;1275,65786;7875,58806;8985,74;104,77618;11286,90125;1,3802;134,46;0,85395;#N/A;#N/A;#N/A;979,1954;70,9315;0,228;0,23685;0,51531;0,14286
24/10/2013;4275,69;1269,24801;7876,46089;8980,63;107,7892;11235,30133;1,3801;134,26;0,85186;#N/A;#N/A;#N/A;975,64114;70,34917;0,225;0,2381;0,51594;0,14286
23/10/2013;4260,66;1266,50229;7829,40849;8919,86;107,56733;11177,98976;1,3776;134,15;0,85229;#N/A;#N/A;#N/A;967,01359;70,2444;0,222;0,23835;0,51719;0,14286
22/10/2013;4295,43;1272,69895;7886,96025;8947,46;108,84068;11219,01803;1,3781;135,25;0,84887;#N/A;#N/A;#N/A;972,03881;70,93639;0,223;0,23835;0,51719;0,14286
21/10/2013;4276,92;1275,7093;7857,46409;8867,22;109,45452;11254,89924;1,3681;134,32;0,8472;#N/A;#N/A;#N/A;962,26967;72,55045;0,223;0,2386;0,51719;0,14286
18/10/2013;4286,03;1274,10167;7822,11255;8865,1;108,69861;11247,18842;1,3687;133,79;0,8466;#N/A;#N/A;#N/A;961,32778;73,62693;0,224;0,24055;0,51719;0,14286
17/10/2013;4239,64;1268,59173;7779,04584;8811,98;109,04608;11251,391;1,3675;133,9;0,846;#N/A;#N/A;#N/A;966,43242;73,68614;0,224;0,24205;0,51719;0,14286
16/10/2013;4243,72;1274,27094;7744,84482;8846;108,3524;11379,59295;1,3534;133,67;0,84844;#N/A;#N/A;#N/A;949,2857;75,71429;0,225;0,24605;0,51781;0,14286
15/10/2013;4256,02;1258,00864;7749,95791;8804,44;108,50935;11237,22756;1,3524;132,76;0,8454;#N/A;#N/A;#N/A;950,04816;74,98148;0,225;0,24355;0,5195;0,14286
14/10/2013;4222,96;1259,67886;7666,71719;8723,81;#N/A;11270,81597;1,3561;133,67;0,84848;#N/A;#N/A;#N/A;937,23484;75,43459;0,227;0,2458;0,517;0,14286
11/10/2013;4219,98;1257,99538;7636,18776;8724,83;108,0256;11254,23617;1,3544;133,51;0,84899;#N/A;#N/A;#N/A;939,63738;75,35268;0,227;0,2436;0,51638;0,14429
10/10/2013;4218,11;1251,70837;7590,85084;8685,77;106,99718;11186,26706;1,352;132,71;0,8467;#N/A;#N/A;#N/A;952,22607;76,17956;0,227;0,2431;0,51625;0,14429
09/10/2013;4127,05;1225,96405;7479,68155;8516,69;106,82638;10956,24341;1,3524;131,65;0,84773;#N/A;#N/A;#N/A;966,4718;75,20539;0,228;0,2456;0,51688;0,14571
08/10/2013;4133,53;1219,57415;7540,13673;8555,89;105,60399;10885,90708;1,3573;131,49;0,84393;#N/A;#N/A;#N/A;971,94642;76,24134;0,227;0,2436;0,51688;0,14857
07/10/2013;4165,58;1234,71086;7632,74073;8591,58;105,31501;11002,75524;1,3581;131,32;0,8437;#N/A;#N/A;#N/A;974,75505;75,89687;0,225;0,24335;0,5175;0,14857
04/10/2013;4164,25;1247,41736;7636,8372;8622,97;106,29125;11122,03371;1,3558;132,14;0,84679;#N/A;#N/A;#N/A;967,23734;76,62337;0,225;0,24285;0,5175;0,15
03/10/2013;4127,98;1232,13449;7653,26478;8597,91;106,86348;11007,39905;1,3619;132,46;0,84293;#N/A;#N/A;#N/A;966,50765;75,82942;0,224;0,24285;0,5175;0,15143
02/10/2013;4158,16;1247,05146;7687,27453;8629,42;107,05509;11141,23511;1,3579;132,2;0,837;0,78039;1,06015;1,25893;968,99437;76,63992;0,225;0,24435;0,5175;0,15143
01/10/2013;4196,6;1253,23475;7738,16031;8689,14;109,23694;11232,31068;1,3526;132,55;0,8352;0,74677;1,0573;1,2939;952,05177;75,44547;0,225;0,24585;0,5175;0,15286
30/09/2013;4143,44;1242,73893;7728,77908;8594,4;108,78187;11181,4869;1,3527;132,93;0,83561;#N/A;#N/A;#N/A;982,14466;75,62634;0,225;0,24885;0,5175;0,15429
27/09/2013;4186,77;1251,01679;7764,81696;8661,51;110,95649;11283,17698;1,3522;132,86;0,8378;#N/A;#N/A;#N/A;988,42705;76,07039;0,224;0,24835;0,5175;0,15286
26/09/2013;4186,72;1260,7957;7804,83092;8664,1;110,89631;11377,05025;1,3489;133,52;0,84088;#N/A;#N/A;#N/A;982,77664;76,47146;0,221;0,2481;0,5175;0,15286
25/09/2013;4195,35;1251,30841;7786,96388;8665,63;109,57728;11290,10923;1,3526;133,14;0,8411;#N/A;#N/A;#N/A;986,4614;75,88705;0,221;0,2476;0,5175;0,15286
24/09/2013;4195,61;1258,00048;7795,84671;8664,6;110,44615;11364,84832;1,3474;133,05;0,8419;#N/A;#N/A;#N/A;980,76779;76,43222;0,221;0,2502;0,5175;0,15286
23/09/2013;4172,08;1259,22306;7793,15419;8635,29;#N/A;11395,76758;1,3493;133,37;0,8411;#N/A;#N/A;#N/A;978,72364;76,64817;0,221;0,2506;0,5175;0,15286
20/09/2013;4203,66;1264,07188;7809,21363;8675,73;109,643;11422,40692;1,3524;134,37;0,84499;#N/A;#N/A;#N/A;980,2987;77,37857;0,221;0,2496;0,5175;0,15286
19/09/2013;4206,04;1274,39139;7859,77655;8694,18;109,873;11569,77418;1,353;134,56;0,844;#N/A;#N/A;#N/A;1010,99148;78,71994;0,221;0,2502;0,5175;0,15357
18/09/2013;4170,4;1291,75028;7840,338;8636,06;109,69725;11735,99373;1,3521;132,42;0,83745;#N/A;#N/A;#N/A;1021,12593;80,90283;0,222;0,25245;0,5175;0,15357
17/09/2013;4145,51;1276,4957;7827,13616;8596,95;108,00583;11628,4017;1,3359;132,42;0,8399;#N/A;#N/A;#N/A;981,38526;78,93673;0,222;0,25195;0,5175;0,15357
16/09/2013;4152,22;1272,6591;7901,85282;8613;#N/A;11616,14834;1,3334;132,11;0,83882;#N/A;#N/A;#N/A;984,31665;79,90854;0,223;0,25185;0,51738;0,15357
13/09/2013;4114,5;1270,21596;7860,52884;8509,42;109,12659;11570,51665;1,3294;132,1;0,83735;#N/A;#N/A;#N/A;998,11123;81,42825;0,223;0,2539;0,5175;0,15357
12/09/2013;4106,63;1264,68338;7827,47656;8494;109,00117;11494,73341;1,3299;132,38;0,84141;#N/A;#N/A;#N/A;992,91191;81,58666;0,224;0,2544;0,5175;0,15357
11/09/2013;4119,11;1269,92708;7832,21246;8495,73;108,38599;11522,89272;1,3311;132,97;0,84155;#N/A;#N/A;#N/A;1026,59573;80,8661;0,224;0,2544;0,5175;0,15357
10/09/2013;4116,64;1269,97737;7810,91632;8446,54;108,40488;11456,30435;1,3268;133,18;0,84331;#N/A;#N/A;#N/A;1028,54825;80,98793;0,225;0,2559;0,51688;0,15357
09/09/2013;4040,33;1260,90659;7736,10464;8276,32;107,5749;11361,53275;1,3255;131,99;0,84451;#N/A;#N/A;#N/A;1046,18346;82,60673;0,225;0,2559;0,516;0,15357
06/09/2013;4049,19;1257,34582;7772,34329;8275,67;106,31391;11335,84017;1,3178;130,63;0,84308;#N/A;#N/A;#N/A;1057,35341;83,96384;0,225;0,2564;0,51575;0,15357
05/09/2013;4006,8;1260,82117;7761,09799;8234,98;107,10137;11379,20353;1,312;131,34;0,8416;#N/A;#N/A;#N/A;1041,74602;82,55504;0,225;0,2581;0,51588;0,15357
04/09/2013;3980,42;1251,48002;7660,96715;8195,92;106,73773;11303,55827;1,3207;131,73;0,84523;#N/A;#N/A;#N/A;1053,54683;81,1795;0,225;0,259;0,515;0,15357
03/09/2013;3974,07;1244,98521;7635,77869;8180,71;106,77107;11262,59203;1,317;131,14;0,84653;#N/A;#N/A;#N/A;1072,37106;82,40832;0,225;0,2595;0,515;0,15357
02/09/2013;4006,01;#N/A;7659,01086;8243,87;103,52669;#N/A;1,3192;131,04;0,84885;0,81091;1,15953;1,11406;1054,42976;#N/A;0,225;0,2595;0,515;0,15357
30/08/2013;3933,78;1236,7237;7516,88279;8103,15;103,24818;11216,53254;1,3222;129,8;0,85287;#N/A;#N/A;#N/A;1056,61156;81,52832;0,224;0,2595;0,515;0,15357
29/08/2013;3986,35;1237,28855;7587,71448;8194,55;103,35445;11209,17688;1,3241;130,22;0,85402;#N/A;#N/A;#N/A;1063,25529;82,17522;0,225;0,2612;0,515;0,15357
28/08/2013;3960,46;1226,25063;7485,74156;8157,9;102,438;11118,66029;1,334;130,25;0,8591;#N/A;#N/A;#N/A;1063,15909;82,57706;0,225;0,2605;0,515;0,15357
27/08/2013;3968,73;1217,86673;7475,33576;8242,56;104,02411;11036,84634;1,3393;129,95;0,86151;#N/A;#N/A;#N/A;1056,98758;81,42366;0,225;0,2594;0,51375;0,155
26/08/2013;4067,13;1239,4554;#N/A;8435,15;103,36864;11181,6114;1,3368;131,69;0,8584;#N/A;#N/A;#N/A;1050,87151;79,23992;0,225;#N/A;#N/A;#N/A
23/08/2013;4069,47;1242,62344;7550,27313;8416,99;103,35602;11212,751;1,3383;132,1;0,85945;#N/A;#N/A;#N/A;1044,10996;79,49503;0,225;0,2621;0,51375;0,15357
22/08/2013;4059,12;1240,42518;7523,60071;8397,89;101,56702;11202,08133;1,3356;131,84;0,8568;#N/A;#N/A;#N/A;1030,21788;78,62704;0,224;0,2621;0,51209;0,15357
21/08/2013;4015,09;1228,35356;7498,0311;8285,41;102,83406;11139,18783;1,3355;130,46;0,85297;#N/A;#N/A;#N/A;1021,94931;77,65066;0,224;0,2621;0,51209;0,15357
20/08/2013;4028,93;1231,2593;7538,33371;8300,03;102,58349;11179,57544;1,3417;130,51;0,85642;#N/A;#N/A;#N/A;1021,73616;78,21162;0,225;0,2621;0,5125;0,15357
19/08/2013;4083,98;1233,83559;7586,72792;8366,29;105,27427;11251,58551;1,3335;130,09;0,85217;#N/A;#N/A;#N/A;1023,89625;80,27884;0,226;0,2631;0,51356;0,15357
